network_id,community_user,community_referenced,id,original_tweet,translated_text,model_score,negativity_score_reviewer1,negativity_score_reviewer2,negativity_score_reviewer3
donana,0,1,1646415067259326465,"@jmaryli @Teresaribera Para arrogancia su señorito Sánchez. Sabe muy bien que los acuíferos no se tocan y que el proyecto es un trasvase. Pues sepan que su señorito prefiere dar 5 millones a Marruecos para paliar su sequía, y gastarse 1 millón en arreglarse su veraneo en Doñana, y a Huelva ni gota. ","For arrogance, the Lord Sánchez knows very well that the aquifers do not touch each other and that the project is a transfer because they know that their gentleman prefers to give millions to Morocco to alleviate his drought and spend a million to fix their summer in Doñana and to Huelva or Gota",0.332667380571365,0.6,0.6,0.9
cop27,0,1,1589919505731715074,@Kevin_Maguire @toryboypierce COP27 yes let the RICH OIL CARTELS commit their money to this cause! The average person here in the U.K. is skint! Even the middle class are using food banks! Sorry Charity starts at home! Whilst the Rich are asking everyone but themselves to donate?,COP yes let the RICH OIL CARTELS commit their money to this cause The average person here in the UK is skint Even the middle class are using food banks Sorry Charity starts at home Whilst the Rich are asking everyone but themselves to donate,0.406740218400955,0.7,0.7,0.7
donana,1,0,1646586905830588419,"Si la #Ciencia y #Doñana no importan al Gobierno de @AndaluciaJunta , al menos que asuman que los 1200 millones de euros que gana la comarca con la agricultura de regadío, se va a quedar en papelillos, cuando Europa nos comience a imponer multas que pagaremos gallegos, vascos, ","If the and do not matter to the government, unless they assume that the millions of euros won by the region with irrigated agriculture will be left on paper when Europe begins to impose fines that we will pay Basque Gallegos",0.502258360385895,0.4,0.6,0.5
ipcc,0,1,1639969293344337924,@RossjournoClark Climate models used by the UN’s IPCC and others to project climate change are not accurately reflecting what the Arctic’s future will be. Researchers at the University of Gothenburg argue that the rate of warming will be much faster than projected.  ,Climate models used by the UN’s IPCC and others to project climate change are not accurately reflecting what the Arctic’s future will be Researchers at the University of Gothenburg argue that the rate of warming will be much faster than projected,0.595191836357117,0.2,0.1,0.4
donana,0,1,1646505553903091717,"Los aguerridos muchachos de @telediario_tve encargan a la periodista que veía terrazas llenas durante la pandemia (trabaja en Madrid) , que nos hable de los regadíos en Doñana. La @AndaluciaJunta brilla por su ausencia en el reportaje. ",The aguerrid boys of the journalist who saw full terraces during the pandemic works in Madrid who speaks to us of irrigation in Doñana shines her for her absence in the report,0.136908963322639,0.6,0.1,0.8
donana,0,1,1540682060439769093,"La Unidad Vertical de Conservación Ambiental (UVCA) de los @AAMM_And en Doñana para recoger y anillar dos pollos de Águila Imperial Ibérica.  Con @ballestAMA e Isidro Barroso, una tarea delicada y vital para la conservación de una especie emblemática de Andalucía.  @MedioAmbAND ",The UVCA Environmental Conservation Unit of the in Doñana to collect and ring two chickens of Iberian imperial eagle with and Isidro Barroso a delicate and vital task for the conservation of an emblematic species of Andalusia,0.0128508238121867,0.1,0.1,0
cop27,0,1,1568111636698775552,"@Julian47695640 @NetZeroWatch Evidence please? I ask, because this organisation is funded by shadowy USA oil billionaires who set up think tanks like this to pull the wool over the eyes of people who don't take the time to find out what's really going on. #FossilFuelDinosaurs #Renewables #ClimateAction",Evidence please I ask because this organisation is funded by shadowy USA oil billionaires who set up think tanks like this to pull the wool over the eyes of people who dont take the time to find out whats really going on,0.680939853191376,0.6,0.3,0.7
refugees,6,1,1396147929518313482,@Canadianworker2 @HalBrow68884227 @IanDJbrown2 @Tcaddy5 @KimmoTorikka @TheDisproof @EricWil06256732 @DickMackintosh @jimdtweet @Fiddlers__Green @RobMeekel @rln_nelson @mentalmal1 @BridgetHolmstro @fishyfish67 @Climatehope2 @JinxNohi @TinTincognito @WiswordBrasil @Cole44749821 @MikeDel21893959 @JohnFerris62 @bArtbow @StormSignalSA @Narvuntien @DawnTJ90 @Glylick @Barbarajdurkin @IngersolRobert @nportocarero @no2wind @robinlarder @BywatersRobert @WayneAllanH @Climate_Takes @AristotleMrs @MedBennett @richardwakelin3 @Sander_1954 @PMatist @RijpeW @imbalaska @gourlay_maurice @BenMaughan4 @0Sundance @ArthurBraby @GuyGadboisGuyG1 @Circular_Logic_ @TroyCramp69 @GeraldKutney Hal wants to  Destroy forests. Create toxic waste. Keep as many people as possible in fuel poverty. Kill as many rare birds with turbines. Block migration paths of fish with Hydro. Cover quality agricultural land in solar. Mine and destroy the oceans. Fill landfills worldwide etc,Hal wants to Destroy forests Create toxic waste Keep as many people as possible in fuel poverty Kill as many rare birds with turbines Block migration paths of fish with Hydro Cover quality agricultural land in solar Mine and destroy the oceans Fill landfills worldwide etc,0.853531301021576,0.8,0.6,0.9
cop27,0,1,1577649606795689984,"@PiersUncensored @piersmorgan @TalkTV I applaud the passion, but the Capt Tom act was disappointing. It will have done more harm than good for the climate change cause. We want the public onside. Someone provide leadership for these guys and get them going in the right direction ✌️ #ClimateAction #EndUKPrivateJets",I applaud the passion but the Capt Tom act was disappointing It will have done more harm than good for the climate change cause We want the public onside Someone provide leadership for these guys and get them going in the right direction,0.623701810836792,0.7,0.4,0.6
refugees,1,6,1182043993665867778,"@cliwand @ziontree @BBCPolitics @afneil @BBCTwo As she tried to say, scientists have very recently released evidence that suggests that impacts of climate change may be happening exponentially faster than we thought. Resource stress leading to conflict, mass refugee migration/disease, mass crop failures.",As she tried to say scientists have very recently released evidence that suggests that impacts of climate change may be happening exponentially faster than we thought Resource stress leading to conflict mass refugee migrationdisease mass crop failures,0.534160256385803,0.4,0.6,0.7
cop27,0,1,1589351121633841153,"@St33lMouse @beefyfarmer @GrahamLKeegan So funny, in a very black humor way....  Climate deniers want a special way to do science.  And can't,  largely because of cant, show their process.  Meanwhile, everyone else is working on the problem   ",So funny in a very black humor way Climate deniers want a special way to do science And cant largely because of cant show their process Meanwhile everyone else is working on the problem,0.488921731710434,0.2,0.2,0.6
ipcc,0,1,1638279353074176002,"@gtown615 @twit4thot @gargantuandwarf @omotforest @JoAmsel @cmcateer3 @Anvesaka88 @tim_dunkerton I will clarify. It is my opinion that the IPCC has a more optimistic tone than I would have communicated. There is a range of uncertainty in how bad the outcomes will be.  I don't dispute the facts in it, or the science behind its reports.",I will clarify It is my opinion that the IPCC has a more optimistic tone than I would have communicated There is a range of uncertainty in how bad the outcomes will be I dont dispute the facts in it or the science behind its reports,0.292000770568848,0.7,0.1,0.2
refugees,1,6,1470465450714750979,"@mike_maric @BrknMan @robhon_ @MartinBrampton @johnson_wrjohn1 @Anna98831 @spock627corfu @Zane1968 @sueytonius @markp1950 @KeillerDon @JsharkJill @PaulAtBillabong @weberj502 @cjtjgeol @WinWithScience @smith_bahn @IngersolRobert @Never_Sur_ender @ianbrow97534170 @Barbarajdurkin @JimTheSSR @Royalacresrod @ringothebaptist @DawnTJ90 @westernmulga @Paul204731131 @BagOfPizzaRolls @swcrisis @lawyer4laws @BobANDE42235496 @Marisazayas1 @DrDMurray1 @IanDJbrown2 @LesJohnsonHrvat @WEschenbach @Barrtecforever @insane_voice @aDissentient @HL10PM @moonrakin @Brereton_N @omnisophos @Dr_BaldEagle @StevenWallman @deirdreritchi10 @DarkroomOnline @pukeuprainbows @Nullius_ @cieloyla Definitely not off my rocker or any other mechanical simile. Fast forward to 2050, when the destructive effects of ACC have passed beyond polite discussion. When climate refugees are seeking help in the N.H. When half our cities  are flooded for periods at a time.  What then?",Definitely not off my rocker or any other mechanical simile Fast forward to  when the destructive effects of ACC have passed beyond polite discussion When climate refugees are seeking help in the NH When half our cities are flooded for periods at a time What then,0.615946531295776,0.2,0.2,0.6
refugees,6,1,1146532383459442688,"@DCottrell1956 @trippfunderburk @JoePubl39828914 @DawnTJ90 @CheezeWhiz_slut @Gladfly1 @badmoonrising11 @struikmans @MedBennett @redlich_dennis @PolAnimalAus @MATTP1949 @dunvirkin @EcoSenseNow @Kenneth72712993 @ClimatePoet @rln_nelson @DByfacts @3GHtweets @JPolov @JordanHarrisEsq @Ensneef @milneorchid @Trismos @anthony_p_james @dvibrationz @jk76022 @Tangomitteckel @gjcats @solarpapst @DonWils13730132 @bendynaa @Bananenrijperij @Tokyo_Tom @tom_blanchfield @Silence54994655 @DubiBoat @EthonRaptor @JJCrosstrainers @JimBob87966760 @cookglads @DarrenBurchill @MaineEli @d_e_mol @fleuryest @n_the_mountains @lunatictrader1 @Sanity1013 @GillesnFio @JamesAbbott2013 How about all the failed predictions over the yrs like more tornadoes, hurricanes, drought, fire, declining polar bear population, ice, temps, se level rise, “climate refugees” etc. Continuous misses yet escalated hysterics. How many times can they fail and you still believe?",How about all the failed predictions over the yrs like more tornadoes hurricanes drought fire declining polar bear population ice temps se level rise “climate refugees” etc Continuous misses yet escalated hysterics How many times can they fail and you still believe,0.891213417053223,0.7,0.2,0.8
cop27,0,1,1586626984595038208,"@RHarrabin @RishiSunak @AlokSharma @BorisJohnson The Office of the Prime Minister will have had the COP27 in its calendar since COP26, irrespective of who holds the office. If a PM can’t handle both domestic and international commitments then he’s not suited to high office.",The Office of the Prime Minister will have had the COP in its calendar since COP irrespective of who holds the office If a PM can’t handle both domestic and international commitments then he’s not suited to high office,0.444197684526444,0.4,0.4,0.6
refugees,1,6,1369810374313222147,"@ZSRenn @IBergwiesel @kwonsyld1 @KunstNameX @try2golf @GeraldKutney @DakotaBirder @DawnTJ90 @Barbarajdurkin @EcoSenseNow @kravietz_ @MikeDel21893959 @Dardedar @no2wind @0Sundance @RoyPentland @MedBennett @thinks_about_it @ReckedRik @TheDisproof @jimdtweet @BubbasRanch @d_e_mol @Narvuntien @Climatehope2 @riktheozfrog @Bananenrijperij @RustyAway @RijpeW @Skrued1 @Fauntleroy1934 @StormSignalSA @cjtjgeol @DigDougFTW @bluestflame1 @Biggieol6 @HalleVerkehrt @JohnSmi50968113 @AJamesW2 @ttyEngland @PaprikaLady @Jamz129 @drewman_drew @TyotoRiffle @BridgetHolmstro @Over400ppm @Tutkija5 @TQMKA @ShhSami @GavinKreijkes And what material have you used? Speaking of proof! Prove to me we are not the cause of a calamity such as the human race has ever seen! Prove to me the 100,000s of refugees aren’t fleeing due bottom line to climate change! Let’s see it",And what material have you used Speaking of proof Prove to me we are not the cause of a calamity such as the human race has ever seen Prove to me the s of refugees aren’t fleeing due bottom line to climate change Let’s see it,0.464881151914597,0.4,0.3,0.5
refugees,6,1,1518741255513116675,"@Robert76907841 @drochir_thonnuk @Climate_Takes @rpini @suffect @FChecker76 @KeillerDon @brandondaly2018 @BenjaminYumi8 @EdBohman @MarshallCd @TheDisproof @RHMcK1 @BJChippindale @johnson_wrjohn1 @outsanest @EDavidAn @ejwwest @MorseBart @canncr @OzzmanOsgood @ClimateSkeptic4 @coug62 @Climatehope2 @MhehedZherting @LesJohnsonHrvat @aDissentient @Convict025 @PorchProgram @BrexitMania @Robin_Hagues @jwickers @HiFiWhiPhi @DawnTJ90 @BrianTu85458331 @quieroserabuela @timoteo0167 @EcoSenseNow @jbonbon91 @DanCady @BointonGiles @bobathon @moonrakin @TaroIstok @cosaingalway @wilburcobb8 @stockypig When you were told 30 years ago that we had only a decade to save the world…did you believe them? And when, each time they adjusted the predictions of melted poles, crop failures and climate refugees to 2005, 2010, 2015…did you believe them? What then will make you doubt them?",When you were told  years ago that we had only a decade to save the world…did you believe them And when each time they adjusted the predictions of melted poles crop failures and climate refugees to   …did you believe them What then will make you doubt them,0.530211925506592,0.6,0.2,0.6
donana,0,1,1352277677772853251,"@eldiarioes @Sofi_pm Venga, ese periodismo independiente,jjjajjjajj!! Madre mía!!! A ver si hacéis incapie en la falta de memoria de @sanchezcastejon que no se acuerda a qué amigos invitó a Doñana a gastos pagados por los españoles o cuando dijo en verano que habíamos vencido al virus, panfleto",That independent journalism is coming to my mother to see if you incapose in the lack of memory that you do not remember which friends invited Doñana to expenses paid by the Spaniards or when he said in summer that we had defeated the Panflet virus,0.306429147720337,0.7,0.4,0.9
refugees,1,6,1400870990805090312,"@Torsk19 @IanDJbrown2 @Tcaddy5 @HalBrow68884227 @Fiddlers__Green @IngersolRobert @TheDisproof @GuyGadboisGuyG1 @DuaneDawson6 @RobMeekel @MartinJBern @WayneAllanH @SniemN @MikeDel21893959 @KimmoTorikka @BridgetHolmstro @MedBennett @gourlay_maurice @DickMackintosh @TinTincognito @Climatehope2 @WiswordBrasil @Cole44749821 @JohnFerris62 @bArtbow @StormSignalSA @Narvuntien @DawnTJ90 @Glylick @Barbarajdurkin @rln_nelson @nportocarero @Canadianworker2 @no2wind @robinlarder @BywatersRobert @jimdtweet @Climate_Takes @AristotleMrs @richardwakelin3 @Sander_1954 @PMatist @RijpeW @imbalaska @mentalmal1 @BenMaughan4 @0Sundance @ArthurBraby @Circular_Logic_ @TroyCramp69 Says nobody who has actually been an active birder or insect watcher for the last 50 years. I haven't seen a silk moth in the New York area since the '80s. My species count 2021 was down 20, total number of birds was half of '20. The last great year for spring migration was '13",Says nobody who has actually been an active birder or insect watcher for the last  years I havent seen a silk moth in the New York area since the s My species count  was down  total number of birds was half of  The last great year for spring migration was ,0.323085784912109,0.1,0.1,0.5
ipcc,1,0,1638046361814720512,"@Richard_mine9 @uksciencechief @IPCC_CH Watch this, he appears right at the end and then tell me the jury is still out, for me they all changed they're tune so it was deliberate, I agree they all should be out of a job. ",Watch this he appears right at the end and then tell me the jury is still out for me they all changed theyre tune so it was deliberate I agree they all should be out of a job,0.54217129945755,0.6,0.4,0.7
ipcc,0,1,1637933376496877568,"@USAMRIID_CA @NBPTROCKS @DanCady @FredHikes @aSinister @MalacoDeed @BJChippindale @25_cycle @GrandMoffTano @What_Doubelieve @Edubwa1 @hfjohnsen @bestpikelet @DecimatedNzl @GeraldKutney @MADmagazine @IPCC_CH I will read the Summary for Policy Makers report first. WG1 covers the physics of human-caused climate change, which I already know, so WG2 report will be my second read. We already know how to end the human-caused mass extinction event, so WG3 assessment is not on my read list.",I will read the Summary for Policy Makers report first WG covers the physics of humancaused climate change which I already know so WG report will be my second read We already know how to end the humancaused mass extinction event so WG assessment is not on my read list,0.153372153639793,0.6,0.2,0.3
ipcc,1,0,1637900125728309255,"@TimmermansEU @IPCC_CH Rivian Automotive is an electric vehicle startup that went public in November 2021 and began delivering its first R1T electric pickup trucks in late 2021. Soros immediately took a big stake in Rivian, buying 19.8 million shares and making it his largest holding during Rivian's",Rivian Automotive is an electric vehicle startup that went public in November  and began delivering its first RT electric pickup trucks in late  Soros immediately took a big stake in Rivian buying  million shares and making it his largest holding during Rivians,0.002659699646756,0.1,0.1,0.6
donana,0,1,1376825002671157257,"@partidazocope @joanribo Es un sinvergüenza, con Sánchez en Doñana, Ábalos en Ibiza, Celaá en Bilbao y vete tú a saber el resto donde estuvo el fin de semana y dónde estarán en el puente.",It is a scoundrel with Sánchez in Doñana Ábalos in Ibiza Celaá in Bilbao and you know the rest where the weekend was and where they will be on the bridge,0.788134932518005,0.8,0.4,1
cop27,1,0,1573463535191035904,"@CleanAirMoms @ClimateCrisis @ecomadres_ @USRepKCastor Treat Liberal Mental Disease! Pew study...showed that white liberals of all ages were more likely to be diagnosed with a mental health condition than moderates or conservatives, with the disparity particularly pronounced among those aged 18-29, (Evie Magazine).",Treat Liberal Mental Disease Pew studyshowed that white liberals of all ages were more likely to be diagnosed with a mental health condition than moderates or conservatives with the disparity particularly pronounced among those aged  Evie Magazine,0.565233945846558,0.1,0.1,1
refugees,6,1,1161010643815694337,"@Soronya @tgs102002 @GeraldKutney You THINK that there are scientists out there that do understand ... so why is it that their predictions of sinking atolls and accelerating sea level rise and millions of climate refugees are not coming true, if they understand?  Here's your crisis ...  w. ",You THINK that there are scientists out there that do understand  so why is it that their predictions of sinking atolls and accelerating sea level rise and millions of climate refugees are not coming true if they understand Heres your crisis  w,0.764864981174469,0.3,0.1,0.7
refugees,1,6,1074933632085692418,"@SylviaD32911201 @FraserMacLeod5 @Tokyo_Tom @dbleader61 @AtomsksSanakan @JaggerMickOZ @sueytonius @EddyKurrents @brandonrgates @RoyPentland @craigthomler @ClimatismBlog @RJinBaltimore @priscian @JdavisWx @StormSignalSA @JWSpry @kmpClimate @Conserv00301750 @lyndoes @txtrue @munungus @caerbannog666 @maralago_ @PolAnimalAus @msroberts0619 @PoeBrianL @flyonthewall182 @BradSchrag @Tangomitteckel @realiwasframed @JamesDe34061167 @Schmoop0521 @try2golf @Pandeism @tjtjgeol @prof_SJGreene @JpiersM @Michael_D_Crow @swcrisis @Canberroo @JPolov @deano7577 @HughAbercrombi3 @ClimateCatastr1 @willynerdal1 @curryja @redforged42 @wildweatherdan @jamieswilson Here is a powerful 7 minute trailer to one of the most amazing documentaries on the subject.    Climate Refugees Trailer michael nash Published on Nov 15, 2010  Trailer from the multi-award winning documentary Climate Refugees    ",Here is a powerful  minute trailer to one of the most amazing documentaries on the subject Climate Refugees Trailer michael nash Published on Nov   Trailer from the multiaward winning documentary Climate Refugees,0.0014950648183003,0.1,0,0
donana,1,0,1586680262410346496,"#Doñana, sin ley, sin agua, sin vida.  Cientos de pozos ilegales sangran el acuífero a la vista de las administraciones y de todos  Más de una década denunciándolo y no vamos a parar  #SOSDoñana  @JuanMa_Moreno @RamonFPM @CHGuadalquivir @miteco    ",Without law without lifeless water hundreds of illegal wells bleed the aquifer in view of the administrations and of all more than a decade denouncing it and we will not stop,0.755010068416595,0.6,0.8,0.8
refugees,1,6,1400900390015569920,"@Torsk19 @Tcaddy5 @gourlay_maurice @Charlie_Goody @HalBrow68884227 @Fiddlers__Green @IngersolRobert @TheDisproof @GuyGadboisGuyG1 @DuaneDawson6 @RobMeekel @MartinJBern @WayneAllanH @SniemN @MikeDel21893959 @KimmoTorikka @BridgetHolmstro @MedBennett @DickMackintosh @TinTincognito @Climatehope2 @WiswordBrasil @Cole44749821 @JohnFerris62 @bArtbow @StormSignalSA @Narvuntien @DawnTJ90 @Glylick @Barbarajdurkin @rln_nelson @nportocarero @Canadianworker2 @no2wind @robinlarder @BywatersRobert @jimdtweet @Climate_Takes @AristotleMrs @richardwakelin3 @Sander_1954 @PMatist @RijpeW @imbalaska @mentalmal1 @BenMaughan4 @0Sundance @ArthurBraby @Circular_Logic_ @TroyCramp69 Isn’t that the truth? We don’t seem to realize a problem until it’s at our front door. One issue is the damage we do is felt more in poorer countries, causes human migration and of course our response is lock the doors, keep em out",Isn’t that the truth We don’t seem to realize a problem until it’s at our front door One issue is the damage we do is felt more in poorer countries causes human migration and of course our response is lock the doors keep em out,0.790378212928772,0.7,0.4,0.6
ipcc,0,1,1637979896956739584,"@desertphile @DanCady @NBPTROCKS @FredHikes @aSinister @MalacoDeed @BJChippindale @25_cycle @GrandMoffTano @What_Doubelieve @Edubwa1 @hfjohnsen @bestpikelet @DecimatedNzl @GeraldKutney @MADmagazine @IPCC_CH Not a problem, the new IPCC report says that the United Nations are going to confiscate the clitoris next week, make it illegal to have one.  Least that's what Fox News is reporting.",Not a problem the new IPCC report says that the United Nations are going to confiscate the clitoris next week make it illegal to have one Least thats what Fox News is reporting,0.368585824966431,0.6,0.7,1
ipcc,1,0,1637080401687502855,@codohertynews @climpeter @ICARUS_Maynooth @IPCC_CH Maurice Strong may be dead but his complex legacy as a key international figure in setting up the terms of reference for the IPCC and using #ClimateChange blamed on fictitious #AGW to establish GLOBAL Governance are still very much alive.  People need to call out this BS,Maurice Strong may be dead but his complex legacy as a key international figure in setting up the terms of reference for the IPCC and using blamed on fictitious to establish GLOBAL Governance are still very much alive People need to call out this BS,0.323838919401169,0.7,0.2,0.8
refugees,6,1,1224705835458342914,"@DawnTJ90 @stevenmosher @Voight_Kampff_3 @5_cambridge @SpurglyD @Anthony_James_X @priscian @Curmudgeon1836 @TWTThisIsNow @BeerOClock7 @NikolovScience @robhon_ @Setophaga9 @Over400ppm @Dang83616 @DavidMichaelRi8 @ToneyBrooks @BArgentavis @jimdtweet @BubbasRanch @HuygensWill @zwerfkat @Zerilos @notGHGs @jgorman2424 @EthonRaptor @freddreise @eachus @ladyspat1 @caerbannog666 @Kenneth72712993 @SUFANbowserjr @Gladfly1 @FriendsOScience @rln_nelson @nevaudit @BernardoVerda @ElectricElecti1 @KCTaz @No1Trump @10kclimate @NicMCtheold @aSinister @CheezeWhiz_girl @TheDisproof @Dcoronata @jxavierf74 @LindsayyuleS @StormSignalSA @FNPGeorgeH If you want to understand why the left is so bent on a climate problem, it is part of their plans. Now since they have called the climate a reason to be a refugee, the door is wide open.   ",If you want to understand why the left is so bent on a climate problem it is part of their plans Now since they have called the climate a reason to be a refugee the door is wide open,0.576059937477112,0.2,0.3,0.8
donana,1,0,1491690625321902080,El pte @JuanMa_Moreno y el vice @JuanMarin_Cs sabían que esta legalización era contraria a la normativa europea y al cumplimiento de los convenios internacionales suscritos por España y que al afectar a #Doñana tanto @UNESCO como la @ComisionEuropea se lo iba a recordar (sigue⬇️) ,The PTE and Vice knew that this legalization was contrary to European regulations and compliance with international agreements signed by Spain and that by affecting as much as it was going to remember it continues,0.538196861743927,0.3,0.4,0.5
cop27,0,1,1589397647387168768,"@coolrunning2009 @WildlingRocks @michelle_RSPO @VanillaismD @orangutans @griffjane @Bron1954 @jazzpanflute @orangulandtrust @julie_dutto @ExposeLies2 @VanessaFiji @bvegan4animals @DrBirute @ChunhuaMs @ruhithallon @Gary_Chandler @weaniejeanie53 @FancyScientist @redapes @HeidiBearKaye1 @FolkardSimon @drunkvegans @Danielle_Elwood @debbie_spirit @duncanmacmartin @nicolasnicola22 @JunagarhMedia @Saturnustea @ms_zigi @AniroC_2 @IsabellaGuerrin @Lin11W @pollyflinder @KaushalyaFem @jocelynzuck @ZientekMary @GrosUsai @AlbiDeak @JanetBruce @Simaactor @DrGorz @bogimyan @MsChunhua @RSPO_lobbyist Coca-Cola(CC) among biggest global plastic polluters, to sponsor CoP27 climate summit: Activists day it “greenwashing”; CC cited for choking rivers/environments in Africa with plastic pollution; 99% of plastic produced from fossil fuels = climate crisis ",CocaColaCC among biggest global plastic polluters to sponsor CoP climate summit Activists day it “greenwashing” CC cited for choking riversenvironments in Africa with plastic pollution  of plastic produced from fossil fuels  climate crisis,0.776814103126526,0.7,0.6,0.6
donana,1,0,1648232257679773699,"@HoyPorHoy @delahozm @iescolar @EduMadina No es por la diputación, ni por el puñado de votos, es por usar el símbolo de Doñana para enviar un mensaje a los agricultores: nosotros somos los que nos defendemos, frente a los ecologistas de ciudad",It is not for the Diputación or the handful of votes is to use the Doñana symbol to send a message to the farmers we are the ones who defend ourselves in front of the city environmentalists,0.40211084485054,0.4,0.3,0.7
cop27,0,1,1590607375350005760,@alanvibe @beverleyturner @GBNEWS Holding the government to account is the job of the electorate  Last I checked the UK gov had committed to Net Zero by 2050. Here is the UN Secretary Generals high level expert group (HLEG) at #COP27 saying that Net Zero means no new extraction licences #DemocracyIsAVerb #ActNow ,Holding the government to account is the job of the electorate Last I checked the UK gov had committed to Net Zero by  Here is the UN Secretary Generals high level expert group HLEG at saying that Net Zero means no new extraction licences,0.303291916847229,0.3,0.1,0.3
cop27,1,0,1591529596532494336,"@TimNashCFP I do not dismiss #climate risks  They have always been with us.  You must dream of living in Camelot - where it only rains at night.  I hate to tell you, even @un @IPCC don't have the power to make that decree  #ClimateCrisis #ClimateAction #ClimateEmergency #auspol",I do not dismiss risks They have always been with us You must dream of living in Camelot  where it only rains at night I hate to tell you even dont have the power to make that decree,0.35058256983757,0.4,0.4,0.6
cop27,1,0,1592896063962484736,"NYTimes @lffriedman: How Hot Should Nations Allow the Earth to Get? 🙄  1. Average global temp is ~58°F. Not hot.  2. Hardly any warming over the past 30 years, despite 50% of CO2 emissions.  3. Temp targets like 1.5°C are arbitrary, not scientific.  ",NYTimes  How Hot Should Nations Allow the Earth to Get  Average global temp is °F Not hot  Hardly any warming over the past  years despite  of CO emissions  Temp targets like °C are arbitrary not scientific,0.464156180620194,0.2,0.3,0.4
refugees,6,1,1118924405768433664,"@Elaine4Liberty @VaticanNews @GretaThunberg The One World Order. It is said the Anti-Christ will come from Europe, will be charming &amp; deceitful. I see the EU as the Anti-Christ: terrify thru deceit (''climate change''), chaos (Global Migration), control (EU Army). Francis serves them. ",The One World Order It is said the AntiChrist will come from Europe will be charming and deceitful I see the EU as the AntiChrist terrify thru deceit climate change chaos Global Migration control EU Army Francis serves them,0.651175320148468,0.8,0.8,1
cop27,1,0,1588987004754464768,"@ArseeLammii @EU_Commission @UN @AP @Reuters @hrw @WorldBank @UN_HRC @SenatorMenendez Hi Lammii, In case you or anyone else is interested, here is a petition on radical reform of the UN, for consistenly failing to:  ☠️Resolve major conflicts peacefully. 🔥Avoid the #ClimateCrisis 😱Protect human rights.  and more. See:  ",Hi Lammii In case you or anyone else is interested here is a petition on radical reform of the UN for consistenly failing to Resolve major conflicts peacefully Avoid the Protect human rights and more See,0.325944095849991,0.2,0.6,0.3
cop27,0,1,1594622395213488130,Incredibly proud of @Daily_Express coverage of COP27 over the past two weeks. The paper consistently brought readers the latest on the UN climate conference in Egypt in an accessible and eye-catching way. ,Incredibly proud of coverage of COP over the past two weeks The paper consistently brought readers the latest on the UN climate conference in Egypt in an accessible and eyecatching way,0.0012891289079561,0.1,0,0
cop27,0,1,1570252375998464002,@jkenney @lloydheavyoil @PremierScottMoe They are not leaders in energy if they are not heavily invested in &amp; advancing #renewableenergy Jason &amp; Jason ! The world doesn’t not need more #fossilfuels. We are in a #climatecrisis &amp; ignoring it is completely irresponsible! Stop being petro schills !,They are not leaders in energy if they are not heavily invested in and advancing Jason and Jason  The world doesn’t not need more  We are in a and ignoring it is completely irresponsible Stop being petro schills ,0.655834019184113,0.4,0.6,0.8
ipcc,1,0,1638222055924441088,"@Standscientist @ThomasBaietto @franceinfo @IPCC_CH @QuotaClimat @ClimatMedias Alors je ne pense pas, cette théorie ne tient pas compte ds progrès futurs. Si vous relisez l’Histoire, on a régulièrement peur de la fin du 🌎 pour x raison. Dans ls années 70, le Club de Rome notamment était persuadé que par ex l’explosion démographique serait catastrophique. ",So I do not think this theory does not take into account future progress if you reread history We are regularly afraid of the end of the reason in the years the club of Rome in particular was convinced that for example the demographic explosion would be catastrophic,0.700879395008087,0.7,0.7,0.4
donana,0,1,1234887831677538304,"Hoy celebramos el Día de la @UniHuelva Recordamos el 3 de Marzo de 1988 cuando #Huelva se movilizó para reclamar su futuro universitario El Parque Nac. de Doñana, el nervense y pianista internacional Javier Perianes y el Club de Deporte Adaptado han recibido la Medalla de la UHU ",Today we celebrate the day of the March of the March of when he mobilized to claim his university future the Nac de Doñana El Nervense and international pianist Javier Perianes and the adapted sports club have received the Medal of the UHU,0.0007489815470762,0.1,0.2,0
refugees,1,6,1423377446431334405,"@OscarsWild1 @SniemN @MikeDel21893959 @GlennCarr6 @IngersolRobert @FlowerandFist @DawnTJ90 @LandonCraigie @jimdtweet @keithamccluskey @EricWil06256732 @rln_nelson @JohnDublin10 @GeminiiAussie @ClimatePoet @robhon_ @RushhourP @WayneAllanH @ejwwest @priscian @Canadianworker2 @Kenneth72712993 @MedBennett @BarbaraGirouard @OnTheRo37386528 @BridgetHolmstro @Narvuntien @BubbasRanch @revetje @Fiddlers__Green @spock246 @IanDJbrown2 @Tcaddy5 @chimera414 @dizzle29606338 @FillmoreWhite @TheDisproof @AristotleMrs @HalBrow68884227 @dan613 @RobMeekel @robinlarder @GuyGadboisGuyG1 @caerbannog666 @BradSchrag @MartinJBern @jgorman2424 @Pat88181680 @TaroIstok @rmack2x Every exit country you mentioned loves the EU support. Theyll never Exit.   The EU is a fine institution but their powers should be a little less then they are now. Its not up to the EU to penalty countries for not meeting requirements involving migration, climate etc.",Every exit country you mentioned loves the EU support Theyll never Exit The EU is a fine institution but their powers should be a little less then they are now Its not up to the EU to penalty countries for not meeting requirements involving migration climate etc,0.165104284882545,0.2,0.4,0.3
